image_id,symmetry
ISIC_0000000,0.7675135818029207
ISIC_0000001,0.871726233073849
ISIC_0000002,0.7252011980767058
ISIC_0000003,0.8269179578087988
ISIC_0000004,0.7846325627515788
ISIC_0000006,0.7479290905428646
ISIC_0000007,0.575948368628173
ISIC_0000008,0.7801389813876247
ISIC_0000009,0.6030253035713833
ISIC_0000010,0.8119317515191704
ISIC_0000011,0.7609042277976524
ISIC_0000012,0.73422410711015
ISIC_0000013,0.6573501325925883
ISIC_0000014,0.5393307145897288
ISIC_0000015,0.747457147478356
ISIC_0000016,0.7858105159608579
ISIC_0000017,0.7874649629988095
ISIC_0000018,0.6949494365271819
ISIC_0000019,0.8684885580878325
ISIC_0000020,0.7548435200028274
ISIC_0000021,0.5512325498135322
ISIC_0000022,0.8354888871678541
ISIC_0000023,0.8319111241878686
ISIC_0000024,0.8505978193937546
ISIC_0000025,0.7798972371389861
ISIC_0000026,0.7324205248337645
ISIC_0000027,0.8864082494764638
ISIC_0000028,0.6177140876188141
ISIC_0000029,0.8229494980004712
ISIC_0000030,0.7707713852745964
ISIC_0000031,0.7543976556256242
ISIC_0000032,0.8704924303263695
ISIC_0000034,0.8620246001295675
ISIC_0000035,0.8876678170080136
ISIC_0000036,0.8230208091822788
ISIC_0000037,0.5013405091243172
ISIC_0000038,0.8784772193319961
ISIC_0000039,0.9269235224917911
ISIC_0000040,0.6934421409138206
ISIC_0000041,0.715106736757849
ISIC_0000042,0.8430287166112234
ISIC_0000043,0.7724494932323087
ISIC_0000044,0.8864907110734529
ISIC_0000045,0.8965903736876171
ISIC_0000046,0.764633725406346
ISIC_0000047,0.7290118830041614
ISIC_0000048,0.8340084676402373
ISIC_0000049,0.832614802410305
ISIC_0000050,0.8161881064011187
ISIC_0000051,0.4776478967016474
ISIC_0000052,0.9091592608842103
ISIC_0000053,0.8144663797073455
ISIC_0000054,0.7480642599546805
ISIC_0000055,0.5993523926371878
ISIC_0000056,0.8009591568238171
ISIC_0000057,0.8241799215434027
ISIC_0000059,0.8342911487745222
ISIC_0000061,0.862729061972608
ISIC_0000062,0.8255326889735717
ISIC_0000063,0.8059638318306502
ISIC_0000064,0.8487272143704239
ISIC_0000065,0.7516406974370322
ISIC_0000066,0.7340675845926391
ISIC_0000067,0.8785369649482606
ISIC_0000068,0.9048079742431483
ISIC_0000069,0.8623749017486657
ISIC_0000071,0.8425134466984525
ISIC_0000072,0.8123874969317104
ISIC_0000073,0.8083617755072936
ISIC_0000074,0.5721840906627703
ISIC_0000075,0.9085607463024032
ISIC_0000077,0.8379892324127824
ISIC_0000078,0.6570023839012249
ISIC_0000079,0.6762364314602172
ISIC_0000080,0.8363191131665524
ISIC_0000081,0.5588299259754346
ISIC_0000082,0.670034481694975
ISIC_0000085,0.8351493455818872
ISIC_0000086,0.917187428695432
ISIC_0000087,0.7016056214269484
ISIC_0000088,0.6250394871674485
ISIC_0000089,0.7602441036335549
ISIC_0000091,0.8213766827944233
ISIC_0000092,0.8691928735705028
ISIC_0000093,0.7940675373054655
ISIC_0000094,0.8069611229890838
ISIC_0000095,0.7237187041963413
ISIC_0000096,0.8750224664882406
ISIC_0000097,0.5401890825434522
ISIC_0000098,0.49919226917851645
ISIC_0000099,0.7603140121861418
ISIC_0000100,0.8303082297769502
ISIC_0000101,0.8950493756920825
ISIC_0000102,0.6710061439135204
ISIC_0000103,0.8437104275439395
ISIC_0000104,0.9052341773876997
ISIC_0000105,0.6408268985091208
ISIC_0000107,0.5300857858802934
ISIC_0000108,0.9261132903841611
ISIC_0000109,0.7128611462905914
ISIC_0000110,0.842555474906588
ISIC_0000111,0.7384173505851783
ISIC_0000112,0.8446872736212969
ISIC_0000113,0.7994986176862164
ISIC_0000116,0.7528152265150589
ISIC_0000118,0.7444103424228934
ISIC_0000119,0.760887278357526
ISIC_0000120,0.8285181473083312
ISIC_0000121,0.7991427297927489
ISIC_0000122,0.8789707720531215
ISIC_0000123,0.6313536720193498
ISIC_0000124,0.8813533375803075
ISIC_0000125,0.9105327954773537
ISIC_0000126,0.7777033334302947
ISIC_0000127,0.5883403874299119
ISIC_0000128,0.8844152666580689
ISIC_0000129,0.6438552778954013
ISIC_0000130,0.7196130302015855
ISIC_0000131,0.9443609262409719
ISIC_0000132,0.799970338300206
ISIC_0000133,0.8247131543354722
ISIC_0000134,0.8828240079264507
ISIC_0000135,0.8391845810794962
ISIC_0000136,0.7996498561576315
ISIC_0000137,0.7689533300527162
ISIC_0000138,0.7590243139575282
ISIC_0000139,0.8399315795924633
ISIC_0000140,0.7958252029546027
ISIC_0000141,0.6132992325633162
ISIC_0000142,0.881191530226384
ISIC_0000143,0.7200990473368851
ISIC_0000145,0.8882422604869159
ISIC_0000146,0.8497032426391512
ISIC_0000147,0.8850652722028269
ISIC_0000148,0.6026293382487689
ISIC_0000149,0.873004541067935
ISIC_0000150,0.6788506402541786
ISIC_0000151,0.5881266431652226
ISIC_0000152,0.8550857398281504
ISIC_0000153,0.7316759640611907
ISIC_0000154,0.5334428444304774
ISIC_0000155,0.8570506163497214
ISIC_0000156,0.4920195255983561
ISIC_0000157,0.8427938157638655
ISIC_0000159,0.8475770967577763
ISIC_0000160,0.690995963258408
ISIC_0000161,0.6913548335726183
ISIC_0000162,0.7996394951389043
ISIC_0000163,0.5450765217537659
ISIC_0000164,0.7293473011875227
ISIC_0000165,0.5969614396678666
ISIC_0000166,0.848566432336995
ISIC_0000167,0.7334325909182291
ISIC_0000169,0.751632303923806
ISIC_0000171,0.7605179092349246
ISIC_0000172,0.6791630333741505
ISIC_0000174,0.6620557977108645
ISIC_0000176,0.7942482539869195
ISIC_0000177,0.8483201271929328
ISIC_0000179,0.7670631075520531
ISIC_0000181,0.8556477138915315
ISIC_0000182,0.9391471235008781
ISIC_0000184,0.8441469275750636
ISIC_0000185,0.7540276098124657
ISIC_0000186,0.9407725424040929
ISIC_0000188,0.7571267498494247
ISIC_0000189,0.8416495901994829
ISIC_0000190,0.7871118312012266
ISIC_0000191,0.8680392731306114
ISIC_0000192,0.8120276236078379
ISIC_0000193,0.8227982290600431
ISIC_0000196,0.7334955515827912
ISIC_0000197,0.7824317220969421
ISIC_0000198,0.9090041564142899
ISIC_0000199,0.9178396415945902
ISIC_0000201,0.87360201525626
ISIC_0000202,0.9488974557959592
ISIC_0000203,0.9931364193451782
ISIC_0000204,0.8316305164128015
ISIC_0000205,0.9152450428919655
ISIC_0000206,0.7349164904596748
ISIC_0000207,0.9575860082532714
ISIC_0000208,0.8544467445795516
ISIC_0000209,0.8714308512607214
ISIC_0000211,0.9202281784548232
ISIC_0000212,0.8856183541740681
ISIC_0000213,0.7970520115027802
ISIC_0000214,0.5571361981000864
ISIC_0000215,0.9204858386714212
ISIC_0000216,0.8817632846890493
ISIC_0000217,0.8905348451891941
ISIC_0000218,0.9154291715046012
ISIC_0000219,0.6890131178171116
ISIC_0000220,0.828534466661444
ISIC_0000221,0.9184708895392744
ISIC_0000222,0.8700495343863164
ISIC_0000223,0.9114183311857516
ISIC_0000224,0.9151528085816885
ISIC_0000225,0.8145822161650046
ISIC_0000226,0.8595101375814505
ISIC_0000227,0.9236485209592545
ISIC_0000229,0.7603873841603785
ISIC_0000231,0.8193775507380012
ISIC_0000232,0.8623125722568039
ISIC_0000233,0.9483135265899693
ISIC_0000234,0.8765584257230397
ISIC_0000235,0.9169950870324396
ISIC_0000236,0.8627977644742884
ISIC_0000237,0.8708551127804884
ISIC_0000239,0.8561622801889162
ISIC_0000240,0.883987151108256
ISIC_0000242,0.6553817973960259
ISIC_0000243,0.8888730308130168
ISIC_0000244,0.7816031793276474
ISIC_0000245,0.8441174021936528
ISIC_0000246,0.7965529520518211
ISIC_0000247,0.9057561165224415
ISIC_0000250,0.836851732260558
ISIC_0000251,0.7527782078936942
ISIC_0000252,0.7759361038478862
ISIC_0000253,0.7367427271078388
ISIC_0000254,0.9089698290927506
ISIC_0000255,0.8931573081224842
ISIC_0000256,0.8396115124299002
ISIC_0000258,0.8231500465870831
ISIC_0000259,0.9552970624202927
ISIC_0000260,0.8251380716077756
ISIC_0000261,0.9139673736349523
ISIC_0000262,0.6625814191226846
ISIC_0000263,0.7338115808749966
ISIC_0000264,0.8651842186446348
ISIC_0000265,0.7575981365059375
ISIC_0000268,0.8844475737530022
ISIC_0000269,0.9252016764002724
ISIC_0000274,0.8486476712779742
ISIC_0000275,0.7361733674472616
ISIC_0000276,0.8175428170690335
ISIC_0000277,0.9015360752065749
ISIC_0000278,0.769697139350986
ISIC_0000281,0.9024088871282002
ISIC_0000282,0.826248912339568
