image_id,symmetry
ISIC_0000000,0.8516152130217305
ISIC_0000001,0.8864753706412993
ISIC_0000002,0.8826365322454168
ISIC_0000003,0.8556596047111082
ISIC_0000004,0.8912006495974234
ISIC_0000006,0.8731692423002273
ISIC_0000007,0.9204375514162387
ISIC_0000008,0.8771224216936185
ISIC_0000009,0.8345924893090265
ISIC_0000010,0.8406005749939265
ISIC_0000011,0.853875459091066
ISIC_0000012,0.8659600074605476
ISIC_0000013,0.9272386424893027
ISIC_0000014,0.8944279820221714
ISIC_0000015,0.8446272340588048
ISIC_0000016,0.8410453485514826
ISIC_0000017,0.8630473117109958
ISIC_0000018,0.8564895133488173
ISIC_0000019,0.8690248044498343
ISIC_0000020,0.8500317381265017
ISIC_0000021,0.7077360250703999
ISIC_0000022,0.8700816804177463
ISIC_0000023,0.8661785088798771
ISIC_0000024,0.9032246424870288
ISIC_0000025,0.8084100458658963
ISIC_0000026,0.8329927846979925
ISIC_0000027,0.9011725498052612
ISIC_0000028,0.8741834369708337
ISIC_0000029,0.9027222858532837
ISIC_0000030,0.9169213824282403
ISIC_0000031,0.8355368728816766
ISIC_0000032,0.8988721422827466
ISIC_0000034,0.8674339815139592
ISIC_0000035,0.9103436042139139
ISIC_0000036,0.8259710716930792
ISIC_0000037,0.8380236258450939
ISIC_0000038,0.8289345576127445
ISIC_0000039,0.9325331434868063
ISIC_0000040,0.8206127039224563
ISIC_0000041,0.779504559909256
ISIC_0000042,0.8736110721450125
ISIC_0000043,0.8282751155928056
ISIC_0000044,0.9005139688613603
ISIC_0000045,0.9310074481403858
ISIC_0000046,0.8270874269269843
ISIC_0000047,0.836304365911213
ISIC_0000048,0.8341289581448357
ISIC_0000049,0.964688066441559
ISIC_0000050,0.8349304671081113
ISIC_0000051,0.8057668932736151
ISIC_0000052,0.9334155794823531
ISIC_0000053,0.8699759657463653
ISIC_0000054,0.8407183718087274
ISIC_0000055,0.8895385346703597
ISIC_0000056,0.8300658891551812
ISIC_0000057,0.8637837049942076
ISIC_0000059,0.8306711729314441
ISIC_0000061,0.8815607403674692
ISIC_0000062,0.8577312387251503
ISIC_0000063,0.8502298538243203
ISIC_0000064,0.8835993923631222
ISIC_0000065,0.8712040419454181
ISIC_0000066,0.8296850523247232
ISIC_0000067,0.8785369649482606
ISIC_0000068,0.9022029450034537
ISIC_0000069,0.8635286104203648
ISIC_0000071,0.8507173762482618
ISIC_0000072,0.8698061004078371
ISIC_0000073,0.876953858792062
ISIC_0000074,0.6925845508343764
ISIC_0000075,0.9122400788584659
ISIC_0000077,0.8375246745932419
ISIC_0000078,0.8227584471200775
ISIC_0000079,0.7641631691727797
ISIC_0000080,0.9430407796795165
ISIC_0000081,0.7710520138195469
ISIC_0000082,0.8512573475136644
ISIC_0000085,0.8506584824097465
ISIC_0000086,0.917187428695432
ISIC_0000087,0.9124669854478705
ISIC_0000088,0.7889687149952292
ISIC_0000089,0.7873664352780525
ISIC_0000091,0.9452488921295112
ISIC_0000092,0.9027944078369385
ISIC_0000093,0.9420087961723781
ISIC_0000094,0.865409841244971
ISIC_0000095,0.8972547104850888
ISIC_0000096,0.8750224664882406
ISIC_0000097,0.9000896194077523
ISIC_0000098,0.9094519499963447
ISIC_0000099,0.8681677708211308
ISIC_0000100,0.8940411638796926
ISIC_0000101,0.9249712946376392
ISIC_0000102,0.8910356242654209
ISIC_0000103,0.8959925849083551
ISIC_0000104,0.9052341773876997
ISIC_0000105,0.8072909302661921
ISIC_0000107,0.777732694224529
ISIC_0000108,0.9280575479943984
ISIC_0000109,0.7871151870857998
ISIC_0000110,0.9442190621273098
ISIC_0000111,0.9129874079349456
ISIC_0000112,0.8446872736212969
ISIC_0000113,0.9236763831301111
ISIC_0000116,0.7179051190789026
ISIC_0000118,0.8330409836923016
ISIC_0000119,0.8778611996007655
ISIC_0000120,0.8900644007551687
ISIC_0000121,0.9370841578477482
ISIC_0000122,0.9126695743544683
ISIC_0000123,0.9116139196271822
ISIC_0000124,0.8813533375803075
ISIC_0000125,0.9176029789791613
ISIC_0000126,0.8770941288928186
ISIC_0000127,0.9118327695035938
ISIC_0000128,0.900808778213192
ISIC_0000129,0.8867283024052584
ISIC_0000130,0.8109149141193397
ISIC_0000131,0.9724704081514941
ISIC_0000132,0.8222301503349025
ISIC_0000133,0.8814749744766726
ISIC_0000134,0.8828240079264507
ISIC_0000135,0.8947457664628582
ISIC_0000136,0.8654717641831939
ISIC_0000137,0.7731298978961693
ISIC_0000138,0.8931398357757341
ISIC_0000139,0.9164801829892729
ISIC_0000140,0.8704747703198554
ISIC_0000141,0.8475337049484614
ISIC_0000142,0.9162979004969947
ISIC_0000143,0.9097740602437575
ISIC_0000145,0.8905939993764265
ISIC_0000146,0.9093936828204456
ISIC_0000147,0.9205176337668082
ISIC_0000148,0.8355636916084939
ISIC_0000149,0.9368715070782945
ISIC_0000150,0.7202084016408268
ISIC_0000151,0.7884794043167291
ISIC_0000152,0.901339287266558
ISIC_0000153,0.8644887251831743
ISIC_0000154,0.870264380080571
ISIC_0000155,0.9126639437056596
ISIC_0000156,0.8131185989007511
ISIC_0000157,0.9119964606715836
ISIC_0000159,0.8647560816669171
ISIC_0000161,0.8474338013552534
ISIC_0000162,0.839620123837061
ISIC_0000163,0.760747849321374
ISIC_0000164,0.7552302982394203
ISIC_0000165,0.7448967421818038
ISIC_0000166,0.8752132570860298
ISIC_0000167,0.7535773872295175
ISIC_0000169,0.7552535956565583
ISIC_0000171,0.8013757156110207
ISIC_0000172,0.8229248478245125
ISIC_0000174,0.6864242846767474
ISIC_0000176,0.8653479686668448
ISIC_0000177,0.868097684386041
ISIC_0000179,0.8642475235664157
ISIC_0000181,0.9091071934217314
ISIC_0000182,0.9504254250630377
ISIC_0000184,0.861079710980614
ISIC_0000185,0.9071281414976143
